SUBJECT.NAME	PROJECT.NAME	PHENOTYPE.NAME	Obesity.BMI	Obesity.BodyLength	Date.Month	Date.Year	Date.Season	Date.StudyStartSeconds	Date.Hour	Date.StudyDay	GENDER	EndNormalBW	CoatColour	CageDensity	Litter
A067030768	HS_mouse	Obesity	-0.445459231492482	8.3	4	2004	spring	39916800	0	463	M	27.3	light.brown	4	3
A067030853	HS_mouse	Obesity	-0.394518706751483	7.2	11	2003	autumn	26611200	0	309	M	30.38	chocolate	4	7
A067031089	HS_mouse	Obesity	-0.377649024947006	7.8	10	2003	autumn	22377600	0	260	M	28.6	albino	4	3
A067032313	HS_mouse	Obesity	-0.377853446923905	6.5	10	2003	autumn	22982400	0	267	M	24.7	light.brown	6	2
A067033024	HS_mouse	Obesity	-0.558523960761245	8.4	12	2003	winter	29030400	0	337	F	23.1	chocolate	4	1
A067033821	HS_mouse	Obesity	-0.512729481029416	6.8	9	2003	autumn	20563200	0	239	F	15.7	dark.brown	4	1
A067034065	HS_mouse	Obesity	-0.455666298653068	6.3	11	2003	autumn	25401600	0	295	F	12.2	chocolate	6	6
A067034293	HS_mouse	Obesity	-0.391114604721931	6.6	11	2003	autumn	26611200	0	309	F	22	black	5	3
A067035068	HS_mouse	Obesity	-0.442301354264889	6.8	11	2003	autumn	24796800	0	288	M	20.1	light.brown	6	1
A067035071	HS_mouse	Obesity	-0.435418700240995	7.9	7	2004	summer	45964800	0	533	M	27.7	black	5	1
A067035294	HS_mouse	Obesity	-0.517997537341535	8.2	11	2003	autumn	24796800	0	288	F	24.4	lead	4	2
A067038341	HS_mouse	Obesity	-0.457377196523905	8.6	9	2003	autumn	21772800	0	253	M	30.4	black	5	5
A067039304	HS_mouse	Obesity	-0.360065538513815	7.4	11	2003	autumn	24796800	0	288	M	29.8	chocolate	5	3
A067040812	HS_mouse	Obesity	-0.456275815114959	7.6	10	2003	autumn	22982400	0	267	M	26.4	chocolate	6	1
A067041079	HS_mouse	Obesity	-0.429724915112704	6.9	9	2003	autumn	21772800	0	253	F	20	dark.brown	5	5
A067041379	HS_mouse	Obesity	-0.455931955649724	8	9	2003	autumn	21168000	0	246	M	23	black	3	3
A067042073	HS_mouse	Obesity	-0.548660758473412	7.8	11	2003	autumn	25401600	0	295	F	19.8	chocolate	4	2
A067042331	HS_mouse	Obesity	-0.452071534836486	8	1	2004	winter	30240000	0	351	M	25.3	black	6	1
A067043333	HS_mouse	Obesity	-0.541490994490617	8.3	5	2004	spring	41126400	0	477	F	22	black	6	3
A067043528	HS_mouse	Obesity	-0.502675359192051	7	11	2003	autumn	25401600	0	295	F	19	chocolate	6	3
A067043601	HS_mouse	Obesity	-0.427898261554864	7.9	9	2003	autumn	21168000	0	246	M	24.4	albino	3	2
A067043604	HS_mouse	Obesity	-0.372537281093511	7.3	9	2003	autumn	21772800	0	253	M	26.7	dark.brown	6	1
A067044113	HS_mouse	Obesity	-0.394207260325306	7.3	11	2003	autumn	24796800	0	288	M	25.5	light.brown	5	1
A067052379	HS_mouse	Obesity	-0.50580972194195	7.7	11	2003	autumn	25401600	0	295	F	21	chocolate	6	6
A067052871	HS_mouse	Obesity	-0.42603832517074	7.9	1	2004	winter	30240000	0	351	M	30.5	chocolate	5	4
A067054621	HS_mouse	Obesity	-0.398823490921885	8.3	9	2003	autumn	21168000	0	246	M	27.3	chocolate	3	2
A067054794	HS_mouse	Obesity	-0.426863262932311	7.2	1	2004	winter	30240000	0	351	M	24.2	chocolate	5	1
A067054841	HS_mouse	Obesity	-0.377991756137973	6.7	11	2003	autumn	26006400	0	302	M	23.3	black	7	1
A067056015	HS_mouse	Obesity	-0.474629992824477	7.1	10	2003	autumn	22982400	0	267	F	19.6	light.brown	7	2
A067056291	HS_mouse	Obesity	-0.531030497299884	8.8	1	2004	winter	30240000	0	351	M	25.5	chocolate	5	1
A067057327	HS_mouse	Obesity	-0.447759964192429	7.6	9	2003	autumn	21168000	0	246	F	20.8	chocolate	5	3
A067058613	HS_mouse	Obesity	-0.492443951914216	7.5	11	2003	autumn	26611200	0	309	F	22.2	light.brown	4	2
A067058793	HS_mouse	Obesity	-0.403059452808069	8	11	2003	autumn	25401600	0	295	M	27.4	dark.brown	4	1
A067059802	HS_mouse	Obesity	-0.352937156844944	7.2	11	2003	autumn	25401600	0	295	M	25.3	lead	4	2
A067060370	HS_mouse	Obesity	-0.464565217775626	7.5	9	2003	autumn	20563200	0	239	F	23	light.brown	5	1
A067061808	HS_mouse	Obesity	-0.447892119288083	7.3	11	2003	autumn	25401600	0	295	M	23.7	lead	4	2
A067063288	HS_mouse	Obesity	-0.503859610483728	7.1	10	2003	autumn	22377600	0	260	F	17.4	chocolate	4	2
A067063313	HS_mouse	Obesity	-0.432041517361598	6.7	11	2003	autumn	26006400	0	302	F	19	black	4	1
A067063876	HS_mouse	Obesity	-0.400200002402936	6.8	9	2003	autumn	21168000	0	246	F	15.9	albino	5	2
A067067814	HS_mouse	Obesity	-0.490209628526969	8	4	2004	spring	39916800	0	463	F	22.6	black	4	4
A067068127	HS_mouse	Obesity	-0.465735859143769	8	11	2003	autumn	24796800	0	288	F	NA	chocolate	4	2
A067073289	HS_mouse	Obesity	-0.471373215137606	7.3	9	2003	autumn	21772800	0	253	F	19.9	silverado	4	2
A067076637	HS_mouse	Obesity	-0.401729603092759	6.7	4	2004	spring	37929600	0	440	F	22.5	chocolate	5	1
A067076869	HS_mouse	Obesity	-0.485304703773864	7.5	9	2003	autumn	20563200	0	239	F	23.1	chocolate	4	5
A067077564	HS_mouse	Obesity	-0.356054411352172	7.8	7	2004	summer	45964800	0	533	M	30.4	dark.brown	5	3
A067078301	HS_mouse	Obesity	-0.390458776392724	8.1	5	2004	spring	41731200	0	484	M	30.7	light.brown	6	5
A067078340	HS_mouse	Obesity	-0.482260894372074	8.5	4	2004	spring	37929600	0	440	M	23.9	chocolate	5	1
A067078777	HS_mouse	Obesity	-0.434524956740359	7.7	11	2003	autumn	26611200	0	309	M	26.8	chocolate	4	3
A067079580	HS_mouse	Obesity	-0.586521116379026	8.1	4	2004	spring	37929600	0	440	F	19.3	black	5	1
A067079792	HS_mouse	Obesity	-0.421979776726178	6.8	11	2003	autumn	26611200	0	309	M	23.8	chocolate	6	3
A067080099	HS_mouse	Obesity	-0.405851507176619	7.1	4	2004	spring	37929600	0	440	F	22	chocolate	5	1
A067080581	HS_mouse	Obesity	-0.508352492083741	7	9	2003	autumn	20563200	0	239	F	18.6	chocolate	4	1
A067081094	HS_mouse	Obesity	-0.445152048644621	7.2	12	2003	winter	27216000	0	316	F	24.3	black	4	1
A067081584	HS_mouse	Obesity	-0.480593817313855	7.6	10	2003	autumn	22982400	0	267	M	22	chocolate	4	5
A067082791	HS_mouse	Obesity	-0.410675374783994	7.3	9	2003	autumn	21772800	0	253	M	26.4	light.brown	6	1
A067083019	HS_mouse	Obesity	-0.436268688912093	6.4	11	2003	autumn	24796800	0	288	F	16.2	light.brown	6	1
A067084043	HS_mouse	Obesity	-0.452640444873437	6.5	11	2003	autumn	26611200	0	309	F	29	black	5	3
A067085307	HS_mouse	Obesity	-0.485032753224244	7.1	10	2003	autumn	22377600	0	260	M	19.7	chocolate	4	2
A067086003	HS_mouse	Obesity	-0.403559424176188	6.6	10	2003	autumn	22982400	0	267	F	21.3	light.brown	7	2
A067086264	HS_mouse	Obesity	-0.514594079875851	7.5	1	2004	winter	30240000	0	351	F	17.9	black	3	1
A067086368	HS_mouse	Obesity	-0.489722979219368	7.8	6	2004	summer	45360000	0	526	F	22	dark.brown	6	4
A067087083	HS_mouse	Obesity	-0.421742923344662	7.5	7	2004	summer	45964800	0	533	M	23.3	lead	5	3
A067087359	HS_mouse	Obesity	-0.365755325300636	6.5	11	2003	autumn	26611200	0	309	M	29.6	dark.brown	4	8
A067088050	HS_mouse	Obesity	-0.363687175889545	7.6	10	2003	autumn	24192000	0	281	M	30.9	albino	3	1
A067088260	HS_mouse	Obesity	-0.462815722665278	7.9	4	2004	spring	39916800	0	463	F	26.3	light.brown	4	1
A067088817	HS_mouse	Obesity	-0.474115744579937	7.2	9	2003	autumn	20563200	0	239	F	21.5	chocolate	4	5
A067089071	HS_mouse	Obesity	-0.420683135810597	7	11	2003	autumn	26611200	0	309	M	25	dark.brown	4	8
A067089522	HS_mouse	Obesity	-0.343582346349445	7.5	11	2003	autumn	26611200	0	309	M	30.2	DBA.grey	4	3
A067089542	HS_mouse	Obesity	-0.511952953877333	7.9	9	2003	autumn	21168000	0	246	F	19.1	chocolate	6	1
A067089584	HS_mouse	Obesity	-0.405851507176619	7.1	10	2003	autumn	23587200	0	274	F	24.8	sand	3	2
A067089597	HS_mouse	Obesity	-0.49429642761928	7	11	2003	autumn	25401600	0	295	F	19.7	lead	4	2
A067091318	HS_mouse	Obesity	-0.476618889733742	7.2	10	2003	autumn	23587200	0	274	F	19.7	black	5	6
A067091793	HS_mouse	Obesity	-0.520092849789386	8.3	11	2003	autumn	25401600	0	295	F	25.4	chocolate	4	1
A067092301	HS_mouse	Obesity	-0.363830961105357	6.9	11	2003	autumn	26611200	0	309	M	28.5	chocolate	6	3
A067092841	HS_mouse	Obesity	-0.443563849598821	7.6	6	2004	summer	45360000	0	526	F	22.9	dark.brown	6	4
A067092870	HS_mouse	Obesity	-0.499821144814839	7.2	12	2003	winter	27216000	0	316	F	21.3	black	4	2
A067093029	HS_mouse	Obesity	-0.397940008672038	7.5	10	2003	autumn	23587200	0	274	M	26.7	albino	4	1
A067094078	HS_mouse	Obesity	NA	6.5	11	2003	autumn	26611200	0	309	M	32.6	chocolate	4	3
A067094126	HS_mouse	Obesity	-0.45413114664837	7.6	10	2003	autumn	24192000	0	281	M	25.9	chocolate	4	5
A067095101	HS_mouse	Obesity	-0.438625448792469	8.4	9	2003	autumn	21168000	0	246	M	27.5	black	3	3
A067095773	HS_mouse	Obesity	-0.434568904034199	6.8	10	2003	autumn	24192000	0	281	M	21.6	sand	4	5
A067096018	HS_mouse	Obesity	-0.37673560344436	7.4	12	2003	winter	27216000	0	316	M	28.1	albino	3	2
A067096604	HS_mouse	Obesity	-0.408638949705463	6.6	10	2003	autumn	22377600	0	260	F	19	chocolate	6	7
A067098057	HS_mouse	Obesity	-0.421700684023379	6.7	10	2003	autumn	23587200	0	274	F	18.4	light.brown	3	5
A067098816	HS_mouse	Obesity	-0.497269495803507	7.5	11	2003	autumn	24796800	0	288	M	22.3	chocolate	5	1
A067099022	HS_mouse	Obesity	-0.479844113055136	8	10	2003	autumn	22377600	0	260	M	22.3	chocolate	4	2
A067099043	HS_mouse	Obesity	-0.421742923344662	7.5	11	2003	autumn	24796800	0	288	M	26.2	light.brown	6	1
A067099783	HS_mouse	Obesity	-0.452096695129257	7.1	10	2003	autumn	22982400	0	267	F	21.7	black	4	3
A067099841	HS_mouse	Obesity	-0.467088322480412	8.3	7	2004	summer	45964800	0	533	M	27.6	black	5	1
A067100524	HS_mouse	Obesity	-0.420683135810597	7	11	2003	autumn	26006400	0	302	F	21.7	DBA.grey	4	2
A067103315	HS_mouse	Obesity	-0.505467329069799	7.4	11	2003	autumn	26006400	0	302	F	19.6	black	4	2
A067103887	HS_mouse	Obesity	-0.510576734848279	7.4	11	2003	autumn	25401600	0	295	F	20	lead	4	2
A067104348	HS_mouse	Obesity	-0.40608809821635	7.9	9	2003	autumn	20563200	0	239	M	28.4	dark.brown	4	2
A067104802	HS_mouse	Obesity	-0.350448805302362	7.5	7	2004	summer	45964800	0	533	M	26.4	chocolate	5	3
A067106356	HS_mouse	Obesity	-0.435911391909708	7.2	11	2003	autumn	26006400	0	302	F	21.9	light.brown	4	1
A067107007	HS_mouse	Obesity	-0.419149682327699	7.3	9	2003	autumn	21168000	0	246	F	21.7	chocolate	5	3
A067107069	HS_mouse	Obesity	-0.431363764158987	7.2	9	2003	autumn	20563200	0	239	F	22.5	light.brown	5	1
A067107590	HS_mouse	Obesity	-0.424244023036039	6.6	10	2003	autumn	24192000	0	281	F	22.4	dark.brown	6	3
A067109370	HS_mouse	Obesity	-0.421706730629786	6.5	10	2003	autumn	22377600	0	260	F	18.2	chocolate	6	7
A067109611	HS_mouse	Obesity	-0.473034887846964	7.9	12	2003	winter	29030400	0	337	F	25.2	chocolate	4	2
A067109771	HS_mouse	Obesity	-0.320105539806957	7.3	9	2003	autumn	21772800	0	253	F	27	albino	5	1
A067111287	HS_mouse	Obesity	-0.441480898450529	7.6	1	2004	winter	30240000	0	351	M	25.5	chocolate	5	1
A067113538	HS_mouse	Obesity	-0.341891216980353	7	9	2003	autumn	21772800	0	253	M	30.1	light.brown	6	1
A067113811	HS_mouse	Obesity	-0.396601657899775	7.2	11	2003	autumn	26006400	0	302	M	25.9	black	7	1
A067114278	HS_mouse	Obesity	-0.518765340453303	7.2	11	2003	autumn	26006400	0	302	F	16.8	chocolate	4	1
A067115563	HS_mouse	Obesity	-0.464042919269907	7.8	11	2003	autumn	24796800	0	288	F	23.1	chocolate	4	2
A067116556	HS_mouse	Obesity	-0.412127578533201	7.4	1	2004	winter	30240000	0	351	M	27.1	chocolate	5	4
A067116848	HS_mouse	Obesity	-0.466574332255837	7.3	9	2003	autumn	21168000	0	246	F	17.9	light.brown	6	1
A067117026	HS_mouse	Obesity	-0.43979693169585	7.8	11	2003	autumn	24796800	0	288	M	27.8	light.brown	5	1
A067117351	HS_mouse	Obesity	-0.473792689261019	7.3	9	2003	autumn	21772800	0	253	F	21.3	black	5	5
A067117798	HS_mouse	Obesity	-0.461969910647041	7.8	4	2004	spring	39916800	0	463	F	21.1	black	4	4
A067117838	HS_mouse	Obesity	-0.423763096485322	7.1	11	2003	autumn	26006400	0	302	M	22.1	chocolate	7	1
A067117882	HS_mouse	Obesity	-0.393176218875974	6.8	11	2003	autumn	26006400	0	302	M	22.6	chocolate	7	1
A067118074	HS_mouse	Obesity	-0.43734304904862	7	10	2003	autumn	22377600	0	260	F	20.5	chocolate	6	7
A067118871	HS_mouse	Obesity	-0.438843990310686	7.3	10	2003	autumn	24192000	0	281	F	22.4	sand	4	4
A067118882	HS_mouse	Obesity	-0.441766524558755	7.8	9	2003	autumn	20563200	0	239	M	24.8	albino	2	4
A067118890	HS_mouse	Obesity	-0.513923902627411	8	9	2003	autumn	21168000	0	246	F	20.3	light.brown	5	3
A067119082	HS_mouse	Obesity	-0.456275815114959	7.6	4	2004	spring	39916800	0	463	F	21.6	chocolate	4	1
A067119610	HS_mouse	Obesity	-0.495225871536441	8.5	5	2004	spring	41126400	0	477	F	25.4	chocolate	6	3
A067120600	HS_mouse	Obesity	-0.463757293161681	8	11	2003	autumn	25401600	0	295	M	25.6	chocolate	4	2
A067121332	HS_mouse	Obesity	-0.559725735673334	7.9	12	2003	winter	27216000	0	316	F	21.6	light.brown	4	4
A067121382	HS_mouse	Obesity	-0.383815365980431	7.7	11	2003	autumn	25401600	0	295	M	30	chocolate	3	1
A067121769	HS_mouse	Obesity	-0.494850021680094	7.5	11	2003	autumn	26006400	0	302	F	21.4	chocolate	4	2
A067122316	HS_mouse	Obesity	-0.499821144814839	7.2	10	2003	autumn	22982400	0	267	F	19.4	dark.brown	4	3
A067256874	HS_mouse	Obesity	-0.433112070015329	7.4	4	2004	spring	39916800	0	463	F	21	albino	4	4
A067257074	HS_mouse	Obesity	-0.394560268020657	8	11	2003	autumn	25401600	0	295	M	32.1	light.brown	3	1
A067257117	HS_mouse	Obesity	-0.476069875553809	7.6	11	2003	autumn	26611200	0	309	F	27.5	black	4	7
A067259573	HS_mouse	Obesity	-0.467902744325206	8.5	4	2004	spring	37929600	0	440	M	27.2	dark.brown	5	1
A067259618	HS_mouse	Obesity	-0.496401106171176	7.9	9	2003	autumn	21168000	0	246	F	20.3	chocolate	6	1
A067259785	HS_mouse	Obesity	-0.460087915420882	7.5	11	2003	autumn	25401600	0	295	F	23.1	chocolate	6	6
A067260382	HS_mouse	Obesity	-0.383231955312918	6.9	11	2003	autumn	26611200	0	309	M	25.5	dark.brown	4	8
A067266284	HS_mouse	Obesity	-0.508014518083678	7.4	10	2003	autumn	22982400	0	267	F	23	black	4	3
A067268806	HS_mouse	Obesity	-0.516007905908114	7.2	2	2004	winter	33264000	0	386	F	16.1	light.brown	4	3
A067271542	HS_mouse	Obesity	-0.511207182252689	7.6	3	2004	spring	35078400	0	407	F	20.1	sand	4	2
A067273277	HS_mouse	Obesity	-0.485336128971254	7.8	2	2004	winter	33868800	0	393	F	22.1	sand	6	2
A067275045	HS_mouse	Obesity	-0.434665661187747	6.7	2	2004	winter	34473600	0	400	F	19.1	chocolate	6	2
A067276121	HS_mouse	Obesity	-0.359782306679323	7	1	2004	winter	31449600	0	365	M	26.9	light.brown	6	3
A067276309	HS_mouse	Obesity	-0.447493264459523	7.2	2	2004	winter	33868800	0	393	F	22.8	chocolate	6	2
A067276783	HS_mouse	Obesity	-0.443188218674504	6.6	1	2004	winter	32054400	0	372	F	17.2	albino	4	1
A067277521	HS_mouse	Obesity	-0.353175725807628	6.1	10	2003	autumn	24192000	0	281	M	17.8	black	4	2
A067277793	HS_mouse	Obesity	-0.508163627335427	7.7	11	2003	autumn	26611200	0	309	F	22.3	black	4	2
A067277806	HS_mouse	Obesity	-0.501119573117699	7.1	11	2003	autumn	26611200	0	309	F	29.4	dark.brown	5	3
A067278534	HS_mouse	Obesity	-0.557507201905658	7.6	2	2004	winter	33868800	0	393	F	18.1	light.brown	6	2
A067279373	HS_mouse	Obesity	-0.473645616452416	7.4	9	2003	autumn	21772800	0	253	F	19.8	albino	3	1
A067281259	HS_mouse	Obesity	-0.385050227505071	7.6	1	2004	winter	32054400	0	372	M	25.1	black	6	4
A067281559	HS_mouse	Obesity	-0.494224186916902	7.9	1	2004	winter	30240000	0	351	M	23.1	chocolate	6	1
A067284103	HS_mouse	Obesity	-0.523619591414255	7.4	9	2003	autumn	20563200	0	239	F	19.7	chocolate	4	5
A067284545	HS_mouse	Obesity	-0.476058346345972	6.7	10	2003	autumn	22982400	0	267	F	18	light.brown	7	2
A067284590	HS_mouse	Obesity	-0.352182518111363	6	10	2003	autumn	22982400	0	267	M	23.6	light.brown	6	2
A067285354	HS_mouse	Obesity	-0.405186893877742	8.3	3	2004	spring	35683200	0	414	M	31	albino	5	4
A067285801	HS_mouse	Obesity	-0.460597188897601	7.6	3	2004	spring	35683200	0	414	F	25.5	albino	3	4
A067289112	HS_mouse	Obesity	-0.326973636876005	6.5	10	2003	autumn	24192000	0	281	M	24.8	black	4	2
A067290788	HS_mouse	Obesity	-0.408185237256594	6.9	11	2003	autumn	26006400	0	302	M	23.8	lead	6	1
A067290795	HS_mouse	Obesity	-0.468665174709139	8.1	12	2003	winter	29030400	0	337	M	27.4	dark.brown	5	4
A067291774	HS_mouse	Obesity	-0.301405845520328	6.8	12	2003	winter	27216000	0	316	M	29.3	light.brown	5	4
A067291818	HS_mouse	Obesity	-0.421742923344662	7.5	9	2003	autumn	21168000	0	246	M	21.3	chocolate	5	4
A067292638	HS_mouse	Obesity	-0.476225717932018	7.3	10	2003	autumn	24192000	0	281	M	22.2	sand	4	5
A067292795	HS_mouse	Obesity	-0.436692597664054	8.2	12	2003	winter	29030400	0	337	M	29.2	black	5	4
A067292874	HS_mouse	Obesity	-0.518589135875288	7.6	12	2003	winter	27216000	0	316	F	21.4	black	4	1
A067293358	HS_mouse	Obesity	-0.578657994737724	6.8	10	2003	autumn	24192000	0	281	F	18.1	light.brown	6	3
A067294326	HS_mouse	Obesity	-0.394096669590277	7.5	9	2003	autumn	21772800	0	253	M	29.2	albino	6	1
A067294370	HS_mouse	Obesity	-0.461967449155551	7.1	10	2003	autumn	22982400	0	267	F	20.7	light.brown	7	2
A067295328	HS_mouse	Obesity	-0.425968732272281	8	7	2004	summer	45964800	0	533	M	25.3	chocolate	5	3
A067295564	HS_mouse	Obesity	-0.478280920246901	7.5	10	2003	autumn	22982400	0	267	F	21.7	black	5	1
A067296011	HS_mouse	Obesity	-0.535278678735702	7.5	1	2004	winter	30240000	0	351	F	19.9	chocolate	4	4
A067296099	HS_mouse	Obesity	-0.48742414133719	7.7	6	2004	summer	45360000	0	526	F	21.9	black	6	2
A067296859	HS_mouse	Obesity	-0.440065607707721	7.1	12	2003	winter	29030400	0	337	F	21.2	dark.brown	4	1
A067298634	HS_mouse	Obesity	-0.363152651999615	6.3	9	2003	autumn	20563200	0	239	F	20.3	chocolate	3	1
A067298816	HS_mouse	Obesity	-0.536215939019154	7.8	9	2003	autumn	21772800	0	253	F	20.3	light.brown	3	1
A067299070	HS_mouse	Obesity	-0.462774108151876	7.6	10	2003	autumn	23587200	0	274	F	22.8	chocolate	5	2
A067299810	HS_mouse	Obesity	-0.515873843711679	8.2	11	2003	autumn	24796800	0	288	F	NA	dark.brown	6	3
A067299835	HS_mouse	Obesity	-0.422364608003456	8	9	2003	autumn	21168000	0	246	M	26.5	light.brown	3	3
A067300011	HS_mouse	Obesity	-0.478392051476878	7.4	4	2004	spring	37929600	0	440	F	18.8	chocolate	5	1
A067301357	HS_mouse	Obesity	-0.394518706751483	7.2	10	2003	autumn	24192000	0	281	F	26.2	chocolate	4	1
A067301616	HS_mouse	Obesity	-0.433003753220234	7.1	6	2004	summer	45360000	0	526	F	20.7	dark.brown	6	2
A067301776	HS_mouse	Obesity	-0.54207039575966	8.2	10	2003	autumn	23587200	0	274	M	25	dark.brown	5	3
A067301793	HS_mouse	Obesity	-0.524117817395886	7.8	12	2003	winter	29030400	0	337	F	21.4	black	6	4
A067302041	HS_mouse	Obesity	-0.505435604428132	7.8	1	2004	winter	30240000	0	351	M	20.9	black	6	1
A067302081	HS_mouse	Obesity	-0.449229803819296	8.2	10	2003	autumn	22377600	0	260	M	26.8	albino	4	3
A067302541	HS_mouse	Obesity	-0.514594079875851	7.5	11	2003	autumn	26611200	0	309	M	26.7	black	6	3
A067302818	HS_mouse	Obesity	-0.531336174401068	7.8	4	2004	spring	37929600	0	440	F	20.9	light.brown	5	1
A067303053	HS_mouse	Obesity	-0.512184999267859	7.1	10	2003	autumn	23587200	0	274	F	18.6	black	5	2
A067303587	HS_mouse	Obesity	-0.529168307827073	8.1	10	2003	autumn	22377600	0	260	F	22.7	sand	6	3
A067303813	HS_mouse	Obesity	-0.435112111712151	8	5	2004	spring	41731200	0	484	M	26.9	chocolate	6	5
A067303847	HS_mouse	Obesity	-0.40560132736846	7.6	7	2004	summer	45964800	0	533	M	27.4	black	5	3
A067303857	HS_mouse	Obesity	-0.532405028123476	6.5	9	2003	autumn	20563200	0	239	F	17.8	chocolate	3	1
A067304522	HS_mouse	Obesity	-0.413121343109225	7.8	4	2004	spring	39312000	0	456	M	NA	black	4	5
A067304542	HS_mouse	Obesity	-0.442169734566962	6.9	11	2003	autumn	25401600	0	295	F	18.8	chocolate	6	3
A067304848	HS_mouse	Obesity	-0.454543431076344	7.1	10	2003	autumn	22982400	0	267	F	18.5	black	5	1
A067304885	HS_mouse	Obesity	-0.393254098277582	7.8	10	2003	autumn	23587200	0	274	M	29.1	dark.brown	5	3
A067305066	HS_mouse	Obesity	-0.441798249200421	7.4	10	2003	autumn	24192000	0	281	M	24.1	chocolate	4	3
A067305333	HS_mouse	Obesity	-0.464244990553643	7.2	10	2003	autumn	23587200	0	274	F	20.9	light.brown	3	5
A067305352	HS_mouse	Obesity	-0.441145743433482	7.9	10	2003	autumn	22377600	0	260	M	26.4	albino	4	3
A067305543	HS_mouse	Obesity	-0.472712135814607	7	12	2003	winter	27216000	0	316	F	19	chocolate	4	2
A067306015	HS_mouse	Obesity	-0.335861694821652	7.9	4	2004	spring	39916800	0	463	M	28.7	light.brown	4	3
A067306302	HS_mouse	Obesity	-0.488599617112116	7.3	1	2004	winter	30844800	0	358	F	19.1	chocolate	4	5
A067306338	HS_mouse	Obesity	NA	6.2	11	2003	autumn	26006400	0	302	M	26.8	silverado	6	1
A067306375	HS_mouse	Obesity	-0.452388899748648	6.9	10	2003	autumn	22982400	0	267	F	21	light.brown	7	2
A067306376	HS_mouse	Obesity	-0.403559424176188	6.6	11	2003	autumn	25401600	0	295	F	20.5	chocolate	6	6
A067306573	HS_mouse	Obesity	-0.440393080700788	8.1	9	2003	autumn	21168000	0	246	F	24.4	black	5	3
A067306625	HS_mouse	Obesity	-0.362135178065811	8	4	2004	spring	37929600	0	440	M	27.7	chocolate	5	1
A067306626	HS_mouse	Obesity	-0.458411847357291	8.2	10	2003	autumn	23587200	0	274	M	27.4	dark.brown	6	6
A067306825	HS_mouse	Obesity	-0.51376048439828	8.2	4	2004	spring	39916800	0	463	F	25.7	chocolate	4	1
A067307590	HS_mouse	Obesity	-0.454593604877462	7.2	3	2004	spring	35078400	0	407	F	18	chocolate	5	1
A067308778	HS_mouse	Obesity	-0.389737524554744	7.8	4	2004	spring	37929600	0	440	M	28.3	chocolate	5	1
A067308813	HS_mouse	Obesity	-0.384473243354101	6.4	2	2004	winter	33264000	0	386	F	19.4	light.brown	4	1
A067309299	HS_mouse	Obesity	-0.563141925297593	8	12	2003	winter	27216000	0	316	F	23.4	light.brown	4	4
A067309323	HS_mouse	Obesity	-0.460087915420882	7.5	11	2003	autumn	26006400	0	302	M	24.9	black	3	1
A067309526	HS_mouse	Obesity	-0.416955593151841	7.7	1	2004	winter	32054400	0	372	M	25.4	DBA.grey	4	1
A067310358	HS_mouse	Obesity	-0.415569496975755	8.1	4	2004	spring	39916800	0	463	M	28.2	black	4	1
A067310562	HS_mouse	Obesity	-0.485165380388339	7.6	9	2003	autumn	20563200	0	239	F	21.3	dark.brown	4	1
A067310570	HS_mouse	Obesity	-0.406024979546347	7.4	10	2003	autumn	22377600	0	260	M	25.5	dark.brown	5	7
A067311866	HS_mouse	Obesity	-0.485304703773864	7.5	8	2003	summer	18748800	0	218	F	20.4	black	4	2
A067313019	HS_mouse	Obesity	-0.405350331794069	8.1	3	2004	spring	36892800	0	428	M	31.7	black	6	1
A067316112	HS_mouse	Obesity	-0.522503811595707	8.1	1	2004	winter	32054400	0	372	F	22.3	chocolate	4	1
A067317335	HS_mouse	Obesity	-0.369911285071794	7.5	3	2004	spring	35683200	0	414	M	28.2	chocolate	5	4
A067320280	HS_mouse	Obesity	-0.43922832538776	7.9	2	2004	winter	34473600	0	400	M	23.3	albino	6	2
A067320288	HS_mouse	Obesity	-0.444452137966294	8	3	2004	spring	36892800	0	428	M	25.9	albino	4	1
A067320841	HS_mouse	Obesity	-0.477800370545149	8	9	2003	autumn	19353600	0	225	M	25.4	lead	6	3
A067320889	HS_mouse	Obesity	-0.422461369363368	7.8	2	2004	winter	32659200	0	379	M	28.4	black	4	1
A083559041	HS_mouse	Obesity	-0.524288964382994	8.3	5	2004	spring	42940800	0	498	F	22.6	dark.brown	4	NA
A083564373	HS_mouse	Obesity	-0.477207415712288	7.1	6	2004	summer	44150400	0	512	F	18.1	black	6	1
A083568891	HS_mouse	Obesity	-0.524276116826071	8.4	6	2004	summer	43545600	0	505	F	23.2	light.brown	4	2
A083583043	HS_mouse	Obesity	-0.473825454631357	7.6	6	2004	summer	43545600	0	505	F	21.4	light.brown	4	2
A083583091	HS_mouse	Obesity	-0.514676261163044	7.8	6	2004	summer	44150400	0	512	F	21.3	chocolate	6	1
A083583382	HS_mouse	Obesity	-0.461827897231375	7.3	5	2004	spring	42940800	0	498	F	21.3	dark.brown	4	3
A083584019	HS_mouse	Obesity	-0.475107896469829	7.9	5	2004	spring	42940800	0	498	F	24.3	black	4	NA
A083595329	HS_mouse	Obesity	-0.507481418656379	8.2	6	2004	summer	43545600	0	505	F	23.6	light.brown	4	2
A083609520	HS_mouse	Obesity	-0.549798309354286	8.1	6	2004	summer	44150400	0	512	F	20.2	chocolate	6	1
